customer_id,region,data_usage_mb_2_months_ago,data_usage_mb_last_month,data_usage_mb_this_month,days_since_recharge,complaints_last_30_days,plan_type,account_age_months,churn_risk
C-01015,Lahore North,4180,3757,1122,57,3,prepaid,55,high
C-02231,Lahore Central,7582,7118,1812,79,3,postpaid,38,high
C-00416,Lahore Central,5714,5451,1150,77,3,prepaid,3,high
C-03559,Lahore South,2546,2638,2608,15,0,prepaid,31,low
C-00964,Lahore North,2432,2410,722,41,5,postpaid,12,high
C-02687,Lahore Central,7364,6524,1476,85,2,prepaid,29,high
C-03698,Lahore South,2357,2170,2192,9,0,postpaid,38,low
C-00934,Lahore Central,4270,3987,1571,77,4,postpaid,39,high
C-02213,Lahore South,3857,3825,1479,65,5,postpaid,23,high
C-02300,Lahore South,6681,6411,2137,56,4,prepaid,4,high
C-04271,Lahore Central,4003,4128,3976,2,1,prepaid,32,low
C-04093,Lahore Central,5375,5081,4893,3,0,prepaid,14,low
C-03908,Lahore South,3830,3547,3390,10,0,postpaid,31,low
C-01228,Lahore South,5623,5381,1145,34,3,prepaid,43,high
C-03861,Lahore North,6294,6169,6153,13,1,postpaid,12,low
C-00941,Lahore South,3121,2927,803,56,4,prepaid,9,high
C-04149,Lahore Central,4091,3990,3903,7,1,postpaid,60,low
C-03277,Lahore North,6065,6541,6442,14,0,prepaid,5,low
C-01709,Lahore Central,3525,3446,991,59,5,postpaid,33,high
C-01328,Lahore South,3492,3286,834,72,5,prepaid,11,high
C-04377,Lahore North,2388,2505,2465,20,0,postpaid,31,low
C-04442,Lahore Central,2954,2788,2864,3,0,prepaid,17,low
C-03779,Lahore North,4434,4637,4815,16,1,prepaid,49,low
C-02131,Lahore Central,4986,4278,1051,88,3,prepaid,42,high
C-00342,Lahore South,7194,6449,2570,44,4,postpaid,30,high
C-01476,Lahore Central,5849,5066,1826,49,4,postpaid,51,high
C-04824,Lahore South,2433,2239,2310,4,1,postpaid,17,low
C-02769,Lahore Central,3943,3915,1515,73,4,prepaid,10,high
C-04535,Lahore North,4301,4209,4265,5,1,postpaid,60,low
C-03110,Lahore South,4053,3538,1022,73,3,prepaid,33,high
C-03262,Lahore Central,3639,3699,3790,3,0,prepaid,28,low
C-02787,Lahore South,5693,5114,1610,86,5,postpaid,4,high
C-04492,Lahore South,7885,8344,8467,7,1,postpaid,32,low
C-03089,Lahore North,2036,1896,382,53,2,postpaid,60,high
C-00078,Lahore South,3733,3461,925,47,5,postpaid,56,high
C-03644,Lahore Central,4594,4277,4221,2,0,postpaid,11,low
C-01044,Lahore Central,5912,5327,2113,87,4,prepaid,36,high
C-04637,Lahore South,2058,2218,2204,14,1,postpaid,48,low
C-02475,Lahore South,6503,5888,1609,78,3,prepaid,57,high
C-01027,Lahore South,3217,2764,654,46,3,postpaid,30,high
C-01114,Lahore North,3386,2912,1142,31,2,postpaid,27,high
C-00694,Lahore Central,3991,3398,708,60,3,postpaid,52,high
C-02524,Lahore South,5091,4633,1648,67,5,prepaid,21,high
C-01929,Lahore South,7727,6626,1609,41,3,postpaid,7,high
C-02138,Lahore North,3407,3339,1010,62,2,postpaid,11,high
C-02849,Lahore South,6409,6276,1305,66,3,prepaid,7,high
C-02130,Lahore Central,4128,3844,898,71,3,prepaid,27,high
C-04818,Lahore North,2886,2981,2899,9,0,postpaid,46,low
C-03027,Lahore North,5559,4837,1061,58,2,prepaid,36,high
C-03104,Lahore North,3667,3155,946,53,5,postpaid,51,high
C-04958,Lahore Central,2451,2524,2485,12,1,prepaid,46,low
C-02249,Lahore North,2515,2380,897,87,4,postpaid,54,high
C-03334,Lahore North,7493,7564,7485,12,1,prepaid,52,low
C-04114,Lahore Central,2430,2513,2458,8,0,postpaid,42,low
C-00692,Lahore North,7230,6512,1771,85,3,prepaid,18,high
C-03978,Lahore South,6395,6378,6169,15,1,postpaid,19,low
C-02103,Lahore Central,4197,4233,1587,62,3,postpaid,60,high
C-03564,Lahore North,4468,4439,4588,11,0,postpaid,46,low
C-04899,Lahore South,7236,7324,7687,7,0,prepaid,38,low
C-04219,Lahore North,3033,3083,3191,11,0,prepaid,27,low
C-02240,Lahore North,6250,6035,1742,84,3,prepaid,27,high
C-03864,Lahore North,6400,5961,6236,8,1,postpaid,46,low
C-01583,Lahore North,7973,8035,2816,65,5,postpaid,57,high
C-04994,Lahore Central,2433,2257,2146,18,0,postpaid,22,low
C-03789,Lahore North,3050,3056,2989,17,0,prepaid,8,low
C-02456,Lahore North,3939,3774,1052,81,2,prepaid,4,high
C-01222,Lahore South,2173,2074,786,45,5,prepaid,42,high
C-00411,Lahore North,6811,5867,1481,89,2,postpaid,35,high
C-01448,Lahore Central,7796,7347,2898,54,2,prepaid,32,high
C-00189,Lahore South,5569,5291,1612,85,4,postpaid,17,high
C-00432,Lahore Central,3896,3905,1186,87,4,postpaid,50,high
C-01630,Lahore North,3121,2963,1109,73,3,postpaid,33,high
C-01705,Lahore North,3726,3330,977,89,2,prepaid,33,high
C-04152,Lahore South,2827,2638,2586,2,1,postpaid,55,low
C-03596,Lahore Central,2686,2506,2592,10,0,prepaid,5,low
C-04198,Lahore North,2099,2232,2175,1,0,postpaid,54,low
C-04448,Lahore South,7828,8303,8710,3,0,prepaid,47,low
C-03867,Lahore North,7531,7426,7155,13,1,postpaid,47,low
C-01038,Lahore Central,5182,5091,1308,39,2,postpaid,34,high
C-00987,Lahore Central,4610,4592,1755,43,5,postpaid,55,high
C-03955,Lahore South,7429,7548,7532,18,0,postpaid,30,low
C-02753,Lahore Central,2403,2410,598,80,5,prepaid,7,high
C-03199,Lahore North,6391,5834,1429,56,2,postpaid,47,high
C-04215,Lahore Central,4154,4082,4041,18,1,prepaid,9,low
C-00725,Lahore South,2413,2327,929,78,2,prepaid,30,high
C-01915,Lahore North,7214,6893,1629,52,2,prepaid,41,high
C-01108,Lahore Central,6582,5689,2224,66,2,prepaid,51,high
C-02794,Lahore North,5871,5789,1310,32,3,prepaid,5,high
C-02981,Lahore North,7344,6686,1954,47,4,prepaid,4,high
C-00225,Lahore South,3493,3450,733,32,4,prepaid,5,high
C-01940,Lahore North,6079,5374,1631,60,5,prepaid,10,high
C-04038,Lahore Central,5671,5566,5431,15,1,postpaid,32,low
C-02915,Lahore South,4660,4096,1297,40,4,prepaid,48,high
C-02482,Lahore South,4045,3478,707,88,5,postpaid,39,high
C-02940,Lahore South,4688,4583,1401,89,4,prepaid,53,high
C-04019,Lahore North,6104,5996,6040,8,0,postpaid,57,low
C-04074,Lahore South,3497,3520,3522,1,0,postpaid,8,low
C-01692,Lahore Central,7504,7460,1964,40,4,prepaid,45,high
C-04871,Lahore North,6744,6898,6741,2,0,prepaid,22,low
C-03392,Lahore South,2334,2232,2246,15,1,postpaid,37,low
C-02941,Lahore South,4178,4115,992,78,3,postpaid,36,high
C-01246,Lahore South,3716,3746,1047,30,3,postpaid,3,high
C-02589,Lahore Central,5210,5243,1213,43,3,prepaid,48,high
C-01004,Lahore South,5382,5422,1445,86,2,prepaid,47,high
C-01999,Lahore North,3163,3085,854,85,3,postpaid,27,high
C-03795,Lahore Central,2630,2626,2660,11,1,prepaid,9,low
C-04848,Lahore South,2367,2196,2164,15,1,postpaid,43,low
C-03009,Lahore Central,5521,5200,1460,48,5,postpaid,33,high
C-01835,Lahore North,7272,7182,2694,47,4,prepaid,12,high
C-01342,Lahore North,4875,4733,1180,41,2,prepaid,6,high
C-03885,Lahore South,7902,7853,7918,13,0,prepaid,50,low
C-04641,Lahore Central,7810,7355,7081,2,1,postpaid,48,low
C-03969,Lahore North,4513,4588,4434,4,1,postpaid,42,low
C-03307,Lahore South,4033,3921,4022,1,1,prepaid,3,low
C-04830,Lahore South,7746,7212,6892,12,0,postpaid,41,low
C-04585,Lahore South,7123,7447,7352,11,0,prepaid,45,low
C-03483,Lahore North,7488,7456,7757,9,1,prepaid,42,low
C-03076,Lahore North,3356,3255,665,65,5,prepaid,33,high
C-02317,Lahore Central,5399,4691,1058,63,2,prepaid,47,high
C-01558,Lahore Central,4374,4403,1101,52,2,prepaid,21,high
C-01545,Lahore South,7716,6983,2730,67,5,prepaid,5,high
C-00756,Lahore Central,4021,3710,1317,77,5,postpaid,28,high
C-03248,Lahore North,6997,6858,7037,5,1,prepaid,27,low
C-04546,Lahore Central,5245,5191,5386,17,1,prepaid,28,low
C-02339,Lahore Central,3356,3082,984,69,5,postpaid,58,high
C-00677,Lahore North,4486,3821,1164,52,4,postpaid,37,high
C-01750,Lahore South,3700,3615,1105,48,4,postpaid,46,high
C-02594,Lahore Central,2505,2519,622,48,4,prepaid,44,high
C-03225,Lahore North,5319,5393,5208,19,0,prepaid,46,low
C-04002,Lahore South,7975,7937,8009,3,0,postpaid,30,low
C-00741,Lahore Central,6336,5714,1702,40,2,postpaid,46,high
C-02373,Lahore North,4332,4414,1091,73,4,prepaid,28,high
C-01374,Lahore Central,3856,3557,816,48,3,postpaid,46,high
C-01340,Lahore North,5336,5011,1703,44,4,postpaid,33,high
C-02169,Lahore South,5393,5017,1034,37,4,prepaid,34,high
C-00068,Lahore Central,5806,5594,2224,50,5,postpaid,56,high
C-02986,Lahore Central,5193,5281,1970,56,3,prepaid,14,high
C-03709,Lahore South,3706,3624,3552,8,1,postpaid,49,low
C-04727,Lahore Central,3525,3791,3614,12,1,prepaid,57,low
C-03045,Lahore Central,3024,2585,984,75,4,prepaid,34,high
C-02795,Lahore South,4472,4012,1149,54,2,prepaid,49,high
C-04966,Lahore Central,6076,5647,5510,14,1,prepaid,10,low
C-04919,Lahore South,5071,4670,4697,19,1,postpaid,15,low
C-02071,Lahore South,4095,3968,1477,78,2,postpaid,47,high
C-01674,Lahore North,3248,2817,685,46,2,prepaid,54,high
C-02122,Lahore North,5149,5121,1793,64,4,prepaid,59,high
C-00862,Lahore North,3564,3210,892,70,4,postpaid,8,high
C-04983,Lahore North,3114,3022,2999,14,0,postpaid,45,low
C-02596,Lahore Central,4579,4132,1542,50,2,prepaid,3,high
C-02315,Lahore South,2780,2581,774,79,2,prepaid,14,high
C-02786,Lahore Central,6664,6715,2134,45,4,postpaid,40,high
C-00020,Lahore Central,3323,3129,1113,88,2,postpaid,34,high
C-03358,Lahore Central,6900,7219,7044,17,1,prepaid,40,low
C-02803,Lahore North,4037,3565,1039,46,5,prepaid,44,high
C-04476,Lahore North,6977,6604,6768,11,1,postpaid,48,low
C-01768,Lahore Central,7865,7403,2540,71,2,postpaid,33,high
C-00910,Lahore South,4808,4622,1651,67,5,postpaid,22,high
C-02302,Lahore South,4536,4596,1150,85,2,postpaid,21,high
C-02818,Lahore Central,6425,5784,1235,81,2,prepaid,32,high
C-04617,Lahore North,2376,2233,2203,16,1,postpaid,5,low
C-02489,Lahore North,3213,3054,1141,51,2,postpaid,8,high
C-04262,Lahore Central,3676,3719,3897,5,0,prepaid,58,low
C-01607,Lahore North,5431,4828,1764,89,3,postpaid,46,high
C-01766,Lahore North,3304,2945,1014,30,2,postpaid,58,high
C-01636,Lahore South,5940,5347,1303,56,5,postpaid,18,high
C-01243,Lahore South,2756,2644,1013,75,2,prepaid,59,high
C-04978,Lahore North,4582,4282,4345,7,0,prepaid,55,low
C-00639,Lahore South,6967,7062,2054,66,2,postpaid,14,high
C-04109,Lahore Central,2675,2881,2808,1,0,prepaid,30,low
C-01796,Lahore Central,3492,3257,859,60,5,prepaid,14,high
C-00207,Lahore North,7062,6160,1696,41,3,postpaid,5,high
C-04218,Lahore Central,6431,6930,6858,19,0,postpaid,23,low
C-02555,Lahore South,3986,3968,1086,86,5,prepaid,57,high
C-04361,Lahore North,2943,3057,3179,17,1,postpaid,34,low
C-01876,Lahore Central,7804,7280,2339,54,5,prepaid,41,high
C-01651,Lahore Central,6437,6133,1412,67,5,prepaid,56,high
C-02044,Lahore North,4485,4151,1435,36,2,postpaid,16,high
C-03079,Lahore Central,3266,2848,685,86,5,postpaid,33,high
C-01205,Lahore North,5271,5247,1465,46,2,prepaid,23,high
C-04342,Lahore Central,5171,5360,5305,1,0,prepaid,47,low
C-02701,Lahore South,2689,2546,918,53,2,postpaid,40,high
C-00871,Lahore North,7604,7207,1639,78,2,prepaid,24,high
C-03825,Lahore North,6416,6539,6254,15,0,postpaid,22,low
C-02206,Lahore North,2994,2979,597,34,4,prepaid,10,high
C-01917,Lahore Central,5646,4828,1003,86,2,postpaid,21,high
C-04897,Lahore Central,6443,6078,5887,4,0,postpaid,32,low
C-03774,Lahore Central,6083,5672,5637,4,1,prepaid,57,low
C-00223,Lahore Central,2553,2319,803,36,4,prepaid,5,high
C-02472,Lahore Central,5117,5079,1082,77,2,prepaid,48,high
C-00812,Lahore South,7685,7304,2606,66,4,prepaid,14,high
C-01346,Lahore North,7326,6570,2081,86,2,prepaid,43,high
C-03318,Lahore South,4341,4512,4720,10,1,prepaid,35,low
C-04703,Lahore South,2375,2489,2583,12,0,postpaid,43,low
C-02735,Lahore South,7590,6681,1507,41,4,postpaid,45,high
C-04578,Lahore South,4564,4913,4938,17,0,prepaid,5,low
C-02773,Lahore Central,5097,4568,1171,59,4,postpaid,3,high
C-01772,Lahore South,7378,6697,2562,43,4,prepaid,24,high
C-03299,Lahore North,2752,2619,2712,13,1,prepaid,9,low
C-01888,Lahore North,3304,3347,885,42,4,postpaid,51,high
C-00105,Lahore North,7087,6096,2389,78,3,prepaid,19,high
C-04829,Lahore Central,4904,4985,4981,8,0,prepaid,51,low
C-02282,Lahore North,4766,4075,1438,79,2,prepaid,8,high
C-00546,Lahore Central,4589,3993,1195,31,2,postpaid,29,high
C-03678,Lahore South,7785,7437,7394,3,0,postpaid,28,low
C-01615,Lahore Central,3502,3407,1083,35,3,prepaid,40,high
C-04248,Lahore South,6322,6246,6534,15,1,prepaid,9,low
C-01252,Lahore South,7511,7355,1484,78,2,prepaid,9,high
C-03831,Lahore North,2535,2585,2595,20,0,prepaid,53,low
C-02733,Lahore North,3249,3211,1241,31,4,postpaid,44,high
C-02760,Lahore North,5507,5595,1418,66,4,postpaid,30,high
C-02934,Lahore Central,7601,7376,1716,35,5,postpaid,60,high
C-04570,Lahore North,2332,2292,2348,5,0,prepaid,35,low
C-00135,Lahore North,7191,6972,1534,74,4,prepaid,5,high
C-04619,Lahore North,3208,3116,3045,11,0,postpaid,55,low
C-02614,Lahore North,6985,6783,1903,57,4,prepaid,13,high
C-04740,Lahore North,3077,3119,3233,17,1,prepaid,58,low
C-00681,Lahore Central,4154,3586,1165,78,4,postpaid,44,high
C-00626,Lahore Central,5490,5274,1322,57,4,postpaid,46,high
C-02483,Lahore South,7241,6710,1909,69,2,postpaid,31,high
C-00780,Lahore South,3473,3473,856,42,2,prepaid,4,high
C-02750,Lahore North,7659,7789,1778,88,2,prepaid,51,high
C-03656,Lahore South,4179,3855,3899,5,0,postpaid,11,low
C-04264,Lahore North,7538,7303,7119,9,1,postpaid,19,low
C-00609,Lahore South,3825,3587,970,61,5,prepaid,35,high
C-03102,Lahore South,5140,4385,1136,57,4,postpaid,30,high
C-04097,Lahore South,5083,4970,4776,10,0,prepaid,56,low
C-01482,Lahore South,4697,4541,1627,47,3,prepaid,40,high
C-00821,Lahore Central,4311,4298,1061,67,5,postpaid,48,high
C-04184,Lahore North,2948,2922,2947,10,1,postpaid,5,low
C-04486,Lahore North,4954,4583,4405,14,1,prepaid,18,low
C-00067,Lahore North,7700,7223,1517,88,2,postpaid,11,high
C-00500,Lahore South,3418,3254,656,68,4,postpaid,30,high
C-00585,Lahore South,6797,5830,2155,89,2,postpaid,53,high
C-04761,Lahore North,6573,7052,7167,12,1,postpaid,29,low
C-02419,Lahore South,6212,5836,2166,55,3,prepaid,24,high
C-00733,Lahore North,2446,2180,706,85,4,prepaid,24,high
C-00636,Lahore South,7365,6260,1449,79,5,postpaid,45,high
C-01994,Lahore North,7521,7370,2529,77,2,postpaid,40,high
C-03237,Lahore Central,6331,5992,6259,6,1,postpaid,56,low
C-00904,Lahore North,4828,4475,1343,60,4,postpaid,42,high
C-00318,Lahore North,6955,6624,2482,81,3,postpaid,16,high
C-02233,Lahore Central,3115,2861,910,48,4,prepaid,42,high
C-00190,Lahore Central,4728,4645,999,37,3,postpaid,25,high
C-01933,Lahore South,4016,3838,965,73,4,prepaid,59,high
C-04753,Lahore South,4543,4593,4701,9,0,postpaid,30,low
C-02535,Lahore South,4084,3694,1116,51,2,prepaid,26,high
C-00758,Lahore North,5742,5687,1185,63,5,prepaid,38,high
C-00236,Lahore Central,5636,5521,1737,53,5,postpaid,44,high
C-00877,Lahore North,4467,4061,815,42,2,prepaid,42,high
C-04364,Lahore Central,4764,4766,4609,2,1,postpaid,19,low
C-01760,Lahore Central,6994,6681,2670,66,5,prepaid,23,high
C-03833,Lahore South,7516,7128,7302,14,0,prepaid,54,low
C-00590,Lahore South,3720,3635,1383,43,5,prepaid,13,high
C-01167,Lahore North,3183,3183,719,42,5,postpaid,23,high
C-00288,Lahore North,4761,4686,1469,41,5,postpaid,35,high
C-01119,Lahore Central,6544,6287,1415,56,5,prepaid,57,high
C-00185,Lahore Central,5114,4809,1183,83,4,prepaid,28,high
C-04206,Lahore Central,7132,7022,6915,13,0,postpaid,44,low
C-01625,Lahore Central,5717,5146,1142,88,2,postpaid,59,high
C-04141,Lahore North,5200,5330,5269,18,0,postpaid,35,low
C-04782,Lahore Central,3250,3315,3411,1,1,postpaid,52,low
C-00535,Lahore North,2761,2521,677,55,5,postpaid,20,high
C-04440,Lahore Central,3655,3487,3580,14,0,postpaid,30,low
C-01857,Lahore Central,5573,5261,2040,41,5,prepaid,12,high
C-00811,Lahore South,3996,3768,1487,34,4,prepaid,55,high
C-02951,Lahore South,4581,4166,1035,32,2,postpaid,55,high
C-03438,Lahore Central,5989,5766,6015,4,1,prepaid,31,low
C-04231,Lahore Central,3550,3445,3488,3,1,postpaid,30,low
C-02597,Lahore South,3626,3534,1409,83,5,prepaid,3,high
C-02408,Lahore Central,4996,4268,1404,46,5,postpaid,4,high
C-03760,Lahore North,2563,2577,2634,14,0,prepaid,7,low
C-01966,Lahore South,4584,4351,1590,51,3,postpaid,22,high
C-01447,Lahore North,3669,3176,651,70,3,prepaid,42,high
C-04762,Lahore Central,6169,5728,5911,12,0,postpaid,54,low
C-04949,Lahore North,5739,5870,6046,9,1,prepaid,5,low
C-03000,Lahore South,2560,2382,479,49,3,postpaid,6,high
C-00380,Lahore South,6028,5549,2041,40,2,prepaid,53,high
C-01336,Lahore Central,4303,4218,1572,45,5,prepaid,33,high
C-00524,Lahore Central,2885,2772,565,37,5,postpaid,27,high
C-04756,Lahore South,4158,4240,4363,10,0,prepaid,52,low
C-00754,Lahore North,2122,2137,833,77,3,prepaid,7,high
C-00655,Lahore North,5861,5936,1594,61,5,prepaid,29,high
C-02310,Lahore Central,4908,4333,1322,50,2,postpaid,49,high
C-04849,Lahore Central,5873,5580,5603,5,0,postpaid,49,low
C-00362,Lahore North,4716,4782,1368,36,4,prepaid,35,high
C-04151,Lahore North,6219,6441,6408,18,1,postpaid,60,low
C-02611,Lahore North,5776,5264,1590,59,5,postpaid,21,high
C-01050,Lahore Central,3533,3129,674,46,2,postpaid,37,high
C-02113,Lahore North,5169,4668,1064,53,2,prepaid,57,high
C-01115,Lahore South,2808,2539,717,46,5,prepaid,6,high
C-03018,Lahore North,2079,1826,729,77,5,prepaid,58,high
C-01619,Lahore North,5146,4652,1096,32,3,postpaid,36,high
C-04132,Lahore Central,3889,3685,3690,5,1,postpaid,18,low
C-02333,Lahore North,4160,3741,1468,45,4,prepaid,53,high
C-00747,Lahore North,7640,7409,2257,57,3,prepaid,23,high
C-00629,Lahore Central,7400,6439,1583,40,2,prepaid,35,high
C-01290,Lahore South,2774,2732,645,71,5,postpaid,39,high
C-03048,Lahore North,3792,3772,980,36,2,postpaid,18,high
C-01834,Lahore Central,4539,4503,1291,49,3,prepaid,44,high
C-00897,Lahore South,3135,3130,879,70,5,prepaid,58,high
C-02890,Lahore Central,4588,3907,1254,70,5,prepaid,23,high
C-00937,Lahore South,7679,6704,1559,53,5,postpaid,6,high
C-03803,Lahore South,7509,7104,7002,12,1,prepaid,24,low
C-03762,Lahore South,4568,4275,4165,2,0,postpaid,13,low
C-03151,Lahore Central,4207,4114,897,33,5,postpaid,51,high
C-03775,Lahore North,5486,5258,5181,5,1,postpaid,52,low
C-02624,Lahore South,6442,6487,2328,30,5,prepaid,6,high
C-03804,Lahore North,7692,7594,7949,20,0,prepaid,33,low
C-03218,Lahore North,4579,4797,4863,10,0,prepaid,56,low
C-00172,Lahore South,6600,6240,2084,52,5,prepaid,21,high
C-00052,Lahore South,2317,2307,564,52,4,prepaid,17,high
C-01687,Lahore Central,2468,2505,913,89,5,postpaid,34,high
C-03233,Lahore Central,4069,4318,4352,5,0,postpaid,3,low
C-01341,Lahore South,2502,2343,770,37,4,postpaid,20,high
C-01673,Lahore Central,5303,5349,1670,72,3,prepaid,40,high
C-02376,Lahore South,7146,6309,1917,40,4,postpaid,53,high
C-03741,Lahore Central,3877,4080,4092,17,0,postpaid,35,low
C-01479,Lahore North,2841,2428,508,38,2,postpaid,58,high
C-04242,Lahore South,5378,5101,5215,13,0,prepaid,12,low
C-03347,Lahore South,3811,3581,3403,10,0,prepaid,46,low
C-04283,Lahore South,5187,4772,4805,17,1,prepaid,54,low
C-01471,Lahore Central,6979,7054,2549,34,5,postpaid,23,high
C-01584,Lahore Central,6380,5925,1863,79,4,prepaid,27,high
C-02764,Lahore Central,7341,6859,1558,35,3,postpaid,7,high
C-02331,Lahore Central,4789,4360,1584,65,3,postpaid,39,high
C-01622,Lahore Central,7459,6693,1467,83,3,prepaid,41,high
C-02047,Lahore Central,3676,3199,1047,80,2,postpaid,14,high
C-03454,Lahore Central,6788,7094,6992,13,1,postpaid,40,low
C-02987,Lahore South,5057,4365,1306,80,3,prepaid,21,high
C-04120,Lahore North,4036,4119,4258,2,0,prepaid,30,low
C-04229,Lahore Central,5149,4789,4851,8,0,prepaid,15,low
C-01501,Lahore South,3516,3289,1118,77,4,prepaid,13,high
C-02109,Lahore Central,5208,4855,1233,59,4,prepaid,19,high
C-03349,Lahore North,5829,5798,5626,14,0,postpaid,28,low
C-00279,Lahore South,5924,5250,1919,89,4,prepaid,9,high
C-03098,Lahore Central,5870,5235,1399,78,2,prepaid,37,high
C-03985,Lahore Central,2149,2136,2082,15,0,postpaid,49,low
C-01285,Lahore Central,2961,3010,993,57,3,postpaid,18,high
C-00836,Lahore South,3085,2945,751,30,2,prepaid,40,high
C-04337,Lahore South,2029,2129,2171,14,1,postpaid,32,low
C-04428,Lahore Central,7478,7805,7918,6,0,postpaid,44,low
C-01907,Lahore North,5389,5249,1818,68,3,prepaid,4,high
C-00496,Lahore South,5051,4713,1363,67,4,postpaid,13,high
C-01364,Lahore South,7949,7342,1686,35,5,prepaid,32,high
C-00823,Lahore South,3541,3344,1232,83,5,prepaid,21,high
C-04607,Lahore South,7064,7219,7518,19,0,postpaid,19,low
C-01683,Lahore North,6585,6578,2526,54,4,prepaid,50,high
C-03067,Lahore South,2240,1949,546,69,5,prepaid,55,high
C-01216,Lahore South,2122,1948,512,43,5,prepaid,7,high
C-01369,Lahore Central,4034,3957,1003,68,2,prepaid,53,high
C-00267,Lahore South,7050,6878,1787,62,5,postpaid,33,high
C-03159,Lahore North,7085,6535,1893,31,2,prepaid,45,high
C-03369,Lahore Central,5830,6060,6105,9,1,prepaid,51,low
C-03844,Lahore South,5090,5103,5069,19,1,postpaid,4,low
C-01168,Lahore North,6911,6379,2087,78,3,postpaid,53,high
C-02165,Lahore North,6847,6169,2298,82,3,prepaid,57,high
C-03539,Lahore North,6435,6537,6649,16,0,prepaid,3,low
C-03505,Lahore South,5388,5562,5497,19,1,prepaid,42,low
C-04041,Lahore North,5870,6114,5835,6,1,postpaid,50,low
C-02745,Lahore Central,6078,5980,1340,81,3,prepaid,27,high
C-03116,Lahore South,6732,6200,1343,68,5,postpaid,19,high
C-03982,Lahore Central,6897,6677,6668,4,1,postpaid,5,low
C-03232,Lahore Central,2933,2859,2900,2,0,postpaid,44,low
C-02657,Lahore Central,7025,7057,2759,51,3,postpaid,25,high
C-01449,Lahore North,7197,6890,1871,71,3,postpaid,15,high
C-01551,Lahore North,6023,5567,1431,77,3,postpaid,55,high
C-03359,Lahore North,7080,7520,7756,10,0,prepaid,55,low
C-01176,Lahore North,5641,5292,1302,59,4,postpaid,31,high
C-02916,Lahore Central,4561,3955,882,50,5,postpaid,42,high
C-00753,Lahore North,5174,4830,1098,44,2,postpaid,51,high
C-00903,Lahore South,4889,4901,1473,47,2,prepaid,26,high
C-00888,Lahore South,5813,5394,1263,44,4,prepaid,53,high
C-02613,Lahore Central,2611,2262,756,65,3,postpaid,8,high
C-01726,Lahore Central,2676,2432,842,85,5,prepaid,13,high
C-03291,Lahore South,6420,5931,5758,13,0,prepaid,18,low
C-01124,Lahore North,2734,2507,563,76,4,postpaid,16,high
C-01185,Lahore Central,2703,2441,579,56,3,postpaid,31,high
C-00989,Lahore South,3228,2849,709,59,5,postpaid,30,high
C-00114,Lahore Central,2329,2281,536,71,5,postpaid,14,high
C-02680,Lahore North,6387,5832,1808,76,4,postpaid,47,high
C-01895,Lahore South,6557,6187,1940,41,5,postpaid,50,high
C-03949,Lahore Central,5635,5475,5267,4,1,postpaid,19,low
C-01266,Lahore South,5141,5039,1229,72,5,prepaid,45,high
C-02696,Lahore North,5097,5082,1057,67,3,prepaid,53,high
C-04359,Lahore North,7570,7994,7668,8,1,prepaid,58,low
C-00679,Lahore Central,4399,4185,1503,53,3,postpaid,59,high
C-01964,Lahore North,2535,2191,441,51,2,postpaid,60,high
C-00494,Lahore South,3644,3615,903,33,4,prepaid,20,high
C-01693,Lahore North,5302,4881,1628,34,3,prepaid,49,high
C-04422,Lahore South,2173,2044,2075,6,1,prepaid,23,low
C-01515,Lahore Central,7615,6663,2239,48,3,postpaid,34,high
C-04702,Lahore Central,7912,8392,8155,9,0,postpaid,9,low
C-04597,Lahore Central,2994,3074,2960,8,0,prepaid,6,low
C-01355,Lahore Central,2029,1779,433,30,5,postpaid,22,high
C-04901,Lahore Central,2838,2774,2865,6,0,postpaid,14,low
C-04566,Lahore Central,7828,7609,7609,1,1,postpaid,30,low
C-03817,Lahore Central,3476,3367,3417,6,1,prepaid,47,low
C-01950,Lahore South,6469,5579,1839,89,5,postpaid,46,high
C-03922,Lahore South,3055,2934,2843,4,0,postpaid,8,low
C-02644,Lahore North,3913,3392,734,59,5,prepaid,41,high
C-04267,Lahore South,7970,8168,8159,5,1,prepaid,36,low
C-03525,Lahore North,7219,7218,7300,13,0,postpaid,13,low
C-02994,Lahore North,5808,5406,1419,36,5,prepaid,11,high
C-04202,Lahore South,2193,2077,1992,10,0,postpaid,24,low
C-01402,Lahore South,5963,5114,1344,30,4,postpaid,28,high
C-00576,Lahore Central,7479,6797,1686,69,3,prepaid,46,high
C-03996,Lahore Central,4829,5076,5204,1,0,postpaid,15,low
C-04668,Lahore North,4021,4020,4122,7,1,prepaid,47,low
C-00868,Lahore North,7314,6379,1495,87,4,prepaid,32,high
C-01733,Lahore South,6909,6678,1672,73,4,prepaid,37,high
C-02727,Lahore South,6562,5891,1362,82,4,prepaid,30,high
C-00246,Lahore North,6516,6247,1476,57,2,prepaid,36,high
C-03685,Lahore South,2235,2327,2234,14,1,prepaid,35,low
C-00178,Lahore South,6345,5625,1597,40,4,postpaid,49,high
C-02409,Lahore Central,6996,6327,1882,48,4,prepaid,3,high
C-00179,Lahore North,4657,4573,1433,86,2,prepaid,13,high
C-00059,Lahore Central,4533,4366,1158,48,3,prepaid,29,high
C-04599,Lahore South,5515,5769,5608,11,1,prepaid,57,low
C-00894,Lahore Central,3970,3430,1202,76,5,prepaid,11,high
